Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Dragon Ball: Origins,True,1,True,True,"Action,Adventure",True,Atari,True,78,0.08,15.95,Nintendo DS,M,True,2008,11.5,13.05,10.783333333333331,5,9.816666666666666,0.0,0.0,0.0,0,0.0,12.15,13.766666666666667,13.0,3,10.533333333333331,10.516666666666667,10.65,10.516666666666667,2,10.383333333333333
Grand Theft Auto: Liberty City Stories,True,1,True,True,"Action,Racing / Driving",True,"Capcom,Rockstar",True,88,2.97,17.95,Sony PSP,E,True,2005,20.266666666666666,44.8,14.966666666666669,60,12.333333333333334,46.66666666666666,59.46666666666667,47.23333333333333,7,33.2,26.55,39.13333333333333,20.0,11,18.633333333333333,14.216666666666669,21.9,13.85,42,10.533333333333331
Top Spin 3,True,4,True,True,Sports,True,2K,True,78,0.09,19.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,79,0.19,12.95,X360,M,True,2007,16.816666666666666,30.066666666666663,10.133333333333333,4,6.916666666666667,46.68333333333333,46.68333333333333,46.68333333333333,1,46.68333333333333,0.0,0.0,0.0,0,0.0,6.866666666666667,11.7,0.5333333333333333,3,2.033333333333333
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,62,0.29,17.95,X360,E,True,2007,5.816666666666666,7.9,5.8,30,4.683333333333334,6.8,7.4,6.8,2,6.216666666666667,5.866666666666667,6.216666666666667,6.0,4,5.466666666666667,5.733333333333333,7.816666666666666,5.533333333333333,24,4.583333333333333
Saints Row 2,True,1,True,True,"Action,Racing / Driving",True,THQ,True,81,1.39,17.95,X360,E,True,2008,28.1,66.43333333333334,23.683333333333334,313,16.183333333333334,53.73333333333333,80.43333333333334,54.0,29,34.35,29.95,65.61666666666666,28.53333333333333,153,21.616666666666667,20.266666666666666,46.68333333333333,20.0,131,13.316666666666666
Spider-Man 3,True,1,True,True,Action,True,Activision,True,53,0.45,14.95,Nintendo Wii,T,True,2007,10.833333333333334,16.283333333333335,10.316666666666666,18,7.883333333333333,10.816666666666666,10.816666666666666,10.816666666666666,1,10.816666666666666,12.55,16.966666666666665,11.316666666666666,7,10.966666666666669,9.633333333333333,12.483333333333333,9.666666666666666,10,7.416666666666667
SEGA Rally Revo,True,1,True,True,"Racing / Driving,Simulation",True,Sega,True,74,0.03,16.95,Sony PSP,T,True,2007,34.0,34.0,34.0,1,34.0,34.0,34.0,34.0,1,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,70,0.36,17.95,Nintendo Wii,E,True,2008,6.083333333333333,7.5,5.55,12,4.8,5.6,5.6,5.6,1,5.6,9.033333333333331,9.033333333333331,9.033333333333331,1,9.033333333333331,5.833333333333333,7.416666666666667,5.483333333333333,10,4.716666666666667
Rock Band,True,4,True,True,"Action,Simulation",True,,True,92,1.01,14.95,PlayStation 3,M,True,2007,19.366666666666667,86.83333333333333,8.0,29,9.333333333333334,42.0,42.0,42.0,1,42.0,35.516666666666666,95.46666666666668,26.366666666666667,11,18.466666666666665,7.583333333333333,9.833333333333334,7.75,17,6.333333333333333
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,,True,78,1.42,16.95,Nintendo Wii,E,True,2008,15.133333333333333,25.03333333333333,13.716666666666669,85,10.366666666666667,22.0,29.316666666666663,24.016666666666666,31,15.0,14.216666666666669,17.8,15.0,18,10.916666666666666,9.7,13.616666666666667,10.0,36,8.083333333333334
Monster 4x4: World Circuit,True,4,True,True,Racing / Driving,True,Ubisoft,True,51,0.82,12.95,Nintendo Wii,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Spectrobes: Beyond the Portals,True,1,True,True,"Action,Role-Playing (RPG)",True,Disney,True,70,0.27,11.95,Nintendo DS,M,True,2008,30.25,33.233333333333334,30.25,2,27.266666666666666,0.0,0.0,0.0,0,0.0,36.23333333333333,36.23333333333333,36.23333333333333,1,36.23333333333333,24.266666666666666,24.266666666666666,24.266666666666666,1,24.266666666666666
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,67,0.33,17.95,PlayStation 3,T,True,2007,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
Ys VI: The Ark of Napishtim,True,1,True,True,"Action,Role-Playing (RPG)",True,Konami,True,64,0.05,16.95,Sony PSP,E,True,2006,14.716666666666669,22.08333333333333,13.666666666666666,50,10.833333333333334,17.933333333333334,22.45,15.5,5,12.85,14.366666666666667,17.616666666666667,13.833333333333334,24,11.55,14.366666666666667,21.83333333333333,13.0,21,10.583333333333334
The Sims 2,True,1,True,True,"Simulation,Strategy",True,EA,True,65,0.46,14.95,Sony PSP,T,True,2005,55.93333333333333,122.7,34.916666666666664,20,29.7,200.0,200.0,200.0,1,200.0,61.55,90.38333333333334,60.0,7,42.0,40.66666666666666,77.9,30.98333333333333,12,24.9
NBA 2K7 ,True,1,True,True,Sports,True,2K,True,84,0.56,4.95,X360,E,True,2006,8.183333333333334,8.766666666666667,8.183333333333334,2,7.583333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.183333333333334,8.766666666666667,8.183333333333334,2,7.583333333333333
Battlefield 2: Modern Combat,True,4,True,True,Action,True,EA,True,77,0.36,16.95,X360,E,True,2005,7.316666666666666,8.1,6.933333333333334,4,6.716666666666667,0.0,0.0,0.0,0,0.0,9.066666666666666,9.066666666666666,9.066666666666666,1,9.066666666666666,6.733333333333333,6.95,6.666666666666667,3,6.516666666666667
SOCOM: U.S. Navy SEALs - Fireteam Bravo 2,True,1,True,True,Action,True,Sony,True,81,0.86,16.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Alien Syndrome,True,4,True,True,Action,True,Sega,True,48,0.06,12.95,Nintendo Wii,E,True,2007,2.783333333333333,2.9833333333333334,3.0,3,2.5666666666666664,2.25,2.25,2.25,1,2.25,0.0,0.0,0.0,0,0.0,3.05,3.066666666666667,3.05,2,3.0166666666666666
Star Wars Battlefront: Renegade Squadron,True,1,True,True,Action,True,,True,73,0.93,16.95,Sony PSP,T,True,2007,4.083333333333333,7.2,2.716666666666667,8,2.8166666666666664,0.0,0.0,0.0,0,0.0,4.116666666666666,5.05,4.116666666666666,2,3.183333333333333,4.066666666666666,7.183333333333334,2.716666666666667,6,2.9333333333333336
Electroplankton,True,1,True,True,Simulation,True,Nintendo,True,71,0.01,29.95,Nintendo DS,T,True,2005,0.4333333333333333,0.55,0.5,6,0.2666666666666666,0.5,0.5,0.5,1,0.5,0.0,0.0,0.0,0,0.0,0.4166666666666667,0.55,0.5,5,0.2666666666666666
Worms: Open Warfare 2,True,4,True,True,"Action,Strategy",True,THQ,True,80,0.04,17.95,Sony PSP,T,True,2007,9.116666666666667,9.55,9.116666666666667,2,8.683333333333334,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,8.25,8.25,8.25,1,8.25
Mystery Case Files: MillionHeir,True,1,True,True,Adventure,True,Nintendo,True,65,0.76,17.95,Nintendo DS,T,True,2008,8.033333333333333,8.8,7.166666666666667,5,6.8,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,8.283333333333333,9.216666666666669,8.583333333333334,4,7.216666666666667
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Eidos,True,71,0.09,17.95,Nintendo Wii,E,True,2008,9.7,11.533333333333331,9.7,2,7.85,0.0,0.0,0.0,0,0.0,13.383333333333333,13.383333333333333,13.383333333333333,1,13.383333333333333,6.016666666666667,6.016666666666667,6.016666666666667,1,6.016666666666667
Alien Syndrome,True,1,True,True,Action,True,Sega,True,51,0.07,12.95,Sony PSP,E,True,2007,2.783333333333333,2.9833333333333334,3.0,3,2.5666666666666664,2.25,2.25,2.25,1,2.25,0.0,0.0,0.0,0,0.0,3.05,3.066666666666667,3.05,2,3.0166666666666666
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.66,14.95,X360,E,True,2008,22.866666666666667,37.28333333333333,20.266666666666666,18,14.783333333333331,37.0,43.25,30.0,3,30.75,24.666666666666668,26.33333333333333,24.5,6,22.28333333333333,16.95,19.0,18.0,9,12.733333333333333
LittleBigPlanet,True,4,True,True,Action,True,Sony,True,95,2.46,24.95,PlayStation 3,T,True,2008,13.7,45.91666666666666,10.0,135,7.3,42.35,60.083333333333336,38.0,7,30.08333333333333,17.183333333333334,28.03333333333333,15.0,45,10.65,9.4,16.433333333333334,9.0,83,5.966666666666667
Need for Speed: Carbon - Own the City,True,1,True,True,"Action,Racing / Driving",True,EA,True,70,0.19,14.95,Nintendo DS,T,True,2006,18.03333333333333,19.183333333333334,18.03333333333333,2,16.866666666666667,20.35,20.35,20.35,1,20.35,0.0,0.0,0.0,0,0.0,15.716666666666669,15.716666666666669,15.716666666666669,1,15.716666666666669
Bladestorm: The Hundred Years' War,True,1,True,True,"Action,Role-Playing (RPG),Strategy",True,,True,63,0.08,34.95,X360,T,True,2007,51.25,53.11666666666667,51.25,2,49.36666666666667,0.0,0.0,0.0,0,0.0,51.25,53.11666666666667,51.25,2,49.36666666666667,0.0,0.0,0.0,0,0.0
Samurai Warriors: State of War,True,1,True,True,Action,True,,True,64,0.07,17.95,Sony PSP,E,True,2006,10.5,10.5,10.5,1,10.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.5,10.5,10.5,1,10.5
Final Fantasy II,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,63,0.31,17.95,Sony PSP,E,True,2007,29.933333333333334,64.48333333333333,28.0,151,21.08333333333333,45.45,72.38333333333334,44.13333333333333,19,31.65,33.083333333333336,45.86666666666667,30.433333333333334,41,25.116666666666667,25.266666666666666,41.78333333333333,25.0,91,19.166666666666668
Battle Fantasia,True,2,True,True,"Action,Role-Playing (RPG)",True,,True,71,0.05,22.95,X360,M,True,2008,1.1333333333333333,1.5333333333333332,1.05,6,0.6833333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.1333333333333333,1.5333333333333332,1.05,6,0.6833333333333333
Star Wars: The Force Unleashed,True,1,True,True,Action,True,,True,73,1.59,16.95,X360,T,True,2008,6.133333333333334,22.9,5.5,212,3.9,12.066666666666666,17.35,11.333333333333334,8,8.35,8.133333333333333,23.78333333333333,7.0,42,5.283333333333333,5.333333333333333,7.583333333333333,5.0,162,3.583333333333333
Uncharted: Drake's Fortune,True,1,True,True,Action,True,Sony,True,88,1.76,24.95,PlayStation 3,T,True,2007,9.5,32.11666666666667,9.0,1400,6.5,17.266666666666666,36.05,16.983333333333334,91,12.116666666666667,10.3,15.4,10.0,313,7.766666666666667,8.5,16.733333333333334,8.466666666666667,951,6.116666666666666
Picross DS,True,1,True,True,Strategy,True,Nintendo,True,83,0.17,17.95,Nintendo DS,E,True,2007,62.43333333333333,138.28333333333333,50.68333333333333,18,38.28333333333333,75.81666666666666,143.95,60.0,9,56.95,56.66666666666666,86.66666666666667,50.0,5,36.66666666666666,39.516666666666666,45.16666666666666,38.35,4,34.46666666666667
Command & Conquer 3: Kane's Wrath,True,1,True,True,Strategy,True,EA,True,75,0.15,17.95,X360,M,True,2008,9.766666666666667,12.816666666666666,9.5,20,7.316666666666666,0.0,0.0,0.0,0,0.0,11.316666666666666,13.7,11.533333333333331,8,8.683333333333334,8.733333333333333,10.116666666666667,8.1,12,6.7
Iron Man,True,1,True,True,Action,True,Sega,True,45,0.28,17.95,X360,M,True,2008,5.8,10.666666666666666,5.0,12,4.233333333333333,9.983333333333333,12.466666666666669,8.0,3,7.483333333333333,5.083333333333333,5.083333333333333,5.083333333333333,1,5.083333333333333,4.333333333333333,4.683333333333334,4.366666666666666,8,3.716666666666667
MLB 06: The Show,True,2,True,True,Sports,True,Sony,True,83,0.35,9.95,Sony PSP,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Golden Compass,True,1,True,True,Action,True,Sega,True,28,0.1,14.95,Sony PSP,E,True,2007,8.566666666666666,12.133333333333333,7.0,5,6.383333333333334,0.0,0.0,0.0,0,0.0,16.5,16.5,16.5,1,16.5,6.583333333333333,7.1,6.983333333333333,4,5.883333333333333
InuYasha: Secret of the Divine Jewel,True,1,True,True,Role-Playing (RPG),True,Namco,True,46,0.09,24.95,Nintendo DS,T,True,2007,9.566666666666666,9.566666666666666,9.566666666666666,1,9.566666666666666,0.0,0.0,0.0,0,0.0,9.566666666666666,9.566666666666666,9.566666666666666,1,9.566666666666666,0.0,0.0,0.0,0,0.0
Mega Man Star Force 2: Zerker X Ninja,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,55,0.24,17.95,Nintendo DS,T,True,2008,19.716666666666665,22.016666666666666,20.0,11,16.583333333333332,24.0,24.0,24.0,1,24.0,21.3,22.516666666666666,20.416666666666668,5,20.35,17.283333333333335,19.23333333333333,19.25,5,15.8
The Legend of Heroes: A Tear of Vermillion,True,1,True,True,Role-Playing (RPG),True,,True,68,0.08,17.95,Sony PSP,T,True,2005,31.28333333333333,38.766666666666666,29.83333333333333,9,26.766666666666666,38.5,41.75,38.5,2,35.25,31.433333333333334,38.333333333333336,27.883333333333333,4,26.33333333333333,26.266666666666666,27.73333333333333,25.0,3,24.816666666666663
Gran Turismo 5: Prologue,True,2,True,True,"Racing / Driving,Simulation",True,Sony,True,80,1.31,24.95,PlayStation 3,E,True,2007,13.933333333333334,21.23333333333333,11.0,10,9.233333333333333,0.0,0.0,0.0,0,0.0,27.5,28.75,27.5,2,26.25,10.55,12.316666666666666,10.716666666666669,8,8.316666666666666
LEGO Batman: The Videogame,True,2,True,True,Action,True,,True,74,1.32,17.95,Nintendo Wii,E,True,2008,17.333333333333332,33.083333333333336,15.0,121,10.333333333333334,29.216666666666665,39.55,29.0,35,22.883333333333333,16.75,28.183333333333334,16.0,33,13.183333333333334,9.833333333333334,13.816666666666666,9.433333333333334,53,7.066666666666666
Sonic Unleashed,True,1,True,True,Action,True,Sega,True,66,1.09,17.95,Nintendo Wii,E,True,2008,13.15,16.533333333333335,13.0,18,9.866666666666667,17.35,17.35,17.35,1,17.35,13.283333333333331,16.633333333333333,13.25,4,9.95,12.8,15.45,13.0,13,10.816666666666666
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,73,0.45,17.95,Nintendo Wii,T,True,2007,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0
Nervous Brickdown,True,1,True,True,Action,True,,True,70,0.01,17.95,Nintendo DS,E,True,2007,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
ATV Offroad Fury: Blazin' Trails,True,4,True,True,"Racing / Driving,Sports",True,Sony,True,63,0.56,12.95,Sony PSP,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Pokmon Dash,True,1,True,True,Racing / Driving,True,Nintendo,True,46,0.22,24.95,Nintendo DS,T,True,2004,3.8333333333333335,7.25,1.1833333333333331,4,1.75,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,1.1166666666666667,1.2,1.0833333333333333,3,1.05
EA Playground,True,4,True,True,"Action,Racing / Driving,Sports",True,EA,True,66,0.72,17.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Speed Racer: The Videogame,True,2,True,True,Racing / Driving,True,,True,69,0.34,16.95,Nintendo Wii,M,True,2008,12.383333333333333,12.383333333333333,12.383333333333333,1,12.383333333333333,12.383333333333333,12.383333333333333,12.383333333333333,1,12.383333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
MotoGP 08,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,68,0.1,16.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Fading Shadows,True,1,True,True,"Action,Adventure",True,,True,62,0.03,17.95,Sony PSP,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,85,2.53,29.95,PlayStation 3,T,True,2008,10.283333333333331,154.56666666666666,8.0,268,5.983333333333333,31.85,161.7,15.0,19,16.2,13.283333333333331,69.81666666666666,10.0,38,8.233333333333333,7.8,13.95,8.0,211,5.366666666666666
Digimon World DS,True,1,True,True,Role-Playing (RPG),True,Namco,True,49,0.08,27.95,Nintendo DS,E,True,2006,30.65,36.8,32.11666666666667,8,22.1,37.0,37.0,37.0,1,37.0,36.16666666666666,39.46666666666667,37.23333333333333,4,32.35,21.183333333333334,24.416666666666668,25.0,3,17.95
Forza Motorsport 2,True,2,True,True,Racing / Driving,True,Microsoft,True,90,2.48,12.95,X360,T,True,2007,59.55,73.93333333333334,58.21666666666667,15,49.43333333333333,70.5,78.96666666666667,67.38333333333334,4,63.56666666666667,57.4,64.1,55.0,5,48.1,54.06666666666667,57.06666666666667,54.2,6,50.06666666666667
WordJong,True,1,True,True,Strategy,True,,True,77,0.12,17.95,Nintendo DS,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,69,0.5,17.95,Sony PSP,E,True,2007,4.966666666666667,5.483333333333333,5.0,8,4.383333333333334,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,2,5.0,4.95,5.483333333333333,5.0,6,4.366666666666666
Guitar Hero: On Tour,True,1,True,True,"Action,Simulation",True,Activision,True,71,2.22,14.95,Nintendo DS,M,True,2008,24.0,24.0,24.0,1,24.0,24.0,24.0,24.0,1,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Magnetica,True,1,True,True,"Action,Strategy",True,Nintendo,True,68,0.09,17.95,Nintendo DS,T,True,2006,9.933333333333334,9.933333333333334,9.933333333333334,1,9.933333333333334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.933333333333334,9.933333333333334,9.933333333333334,1,9.933333333333334
Tony Hawk's Project 8,True,2,True,True,Sports,True,Activision,True,76,0.3,14.95,PlayStation 3,T,True,2006,17.166666666666668,19.53333333333333,17.0,11,15.333333333333334,0.0,0.0,0.0,0,0.0,18.433333333333334,20.2,18.383333333333333,4,16.7,16.433333333333334,17.733333333333334,17.0,7,15.15
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,70,0.48,17.95,X360,T,True,2007,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
Tom Clancy's Ghost Recon: Advanced Warfighter,True,4,True,True,Action,True,Ubisoft,True,90,1.46,14.95,X360,E,True,2006,8.666666666666666,9.35,8.75,10,7.883333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.666666666666666,9.35,8.75,10,7.883333333333333
Boogie,True,2,True,True,Action,True,EA,True,57,0.45,17.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Need for Speed: Most Wanted 5-1-0,True,1,True,True,Racing / Driving,True,EA,True,72,1.67,14.95,Sony PSP,M,True,2005,11.383333333333333,12.433333333333334,10.333333333333334,3,10.35,0.0,0.0,0.0,0,0.0,9.833333333333334,9.833333333333334,9.833333333333334,1,9.833333333333334,12.166666666666666,13.083333333333334,12.166666666666666,2,11.25
Apollo Justice: Ace Attorney,True,1,True,True,"Adventure,Simulation",True,Capcom,True,78,0.24,24.95,Nintendo DS,T,True,2008,19.85,25.5,19.933333333333334,96,13.95,19.916666666666668,24.03333333333333,20.0,39,13.966666666666669,22.366666666666667,26.4,21.03333333333333,6,19.85,19.516666666666666,23.25,19.7,51,15.233333333333333
Break 'em All,True,1,True,True,Action,True,,True,68,0.12,17.95,Nintendo DS,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,84,4.58,29.95,X360,E,True,2008,10.283333333333331,154.56666666666666,8.0,268,5.983333333333333,31.85,161.7,15.0,19,16.2,13.283333333333331,69.81666666666666,10.0,38,8.233333333333333,7.8,13.95,8.0,211,5.366666666666666
Disney Pirates of the Caribbean: At World's End,True,2,True,True,Action,True,Disney,True,55,0.15,14.95,PlayStation 3,M,True,2007,10.316666666666666,20.266666666666666,7.0,11,6.816666666666666,31.9,31.9,31.9,1,31.9,11.716666666666669,12.5,12.466666666666669,4,10.533333333333331,5.8,6.433333333333334,5.916666666666667,6,5.433333333333334
Disney Pirates of the Caribbean: At World's End,True,1,True,True,Action,True,Disney,True,66,0.27,14.95,Nintendo DS,T,True,2007,10.316666666666666,20.266666666666666,7.0,11,6.816666666666666,31.9,31.9,31.9,1,31.9,11.716666666666669,12.5,12.466666666666669,4,10.533333333333331,5.8,6.433333333333334,5.916666666666667,6,5.433333333333334
FIFA Street 3,True,1,True,True,Sports,True,EA,True,63,0.06,17.95,PlayStation 3,T,True,2008,5.75,6.8,5.5,4,4.8,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0,5.0,5.5,5.0,3,4.5
Castlevania: The Dracula X Chronicles,True,2,True,True,Action,True,Konami,True,80,0.21,16.95,Sony PSP,E,True,2007,8.566666666666666,17.316666666666666,7.5,24,4.75,5.316666666666666,5.316666666666666,5.316666666666666,1,5.316666666666666,12.333333333333334,18.85,9.916666666666666,8,6.883333333333333,6.766666666666667,10.933333333333334,7.0,15,4.166666666666667
Disgaea DS,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,82,0.1,24.95,Nintendo DS,M,True,2008,82.76666666666667,113.81666666666666,70.53333333333333,14,55.7,125.81666666666666,137.73333333333332,123.11666666666666,5,108.28333333333332,77.51666666666667,95.51666666666668,70.53333333333333,4,63.016666666666666,43.95,50.63333333333333,42.71666666666667,5,39.03333333333333
Tony Hawk's American Sk8land,True,1,True,True,Sports,True,Activision,True,84,0.21,16.95,Nintendo DS,E,True,2005,18.8,20.7,20.0,5,16.2,0.0,0.0,0.0,0,0.0,18.8,20.7,20.0,5,16.2,0.0,0.0,0.0,0,0.0
The Eye of Judgment,True,2,True,True,Strategy,True,Sony,True,75,0.3,12.95,PlayStation 3,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Bomberman: Act Zero,True,1,True,True,Action,True,Konami,True,34,0.04,12.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
MySims,True,1,True,True,"Simulation,Strategy",True,EA,True,68,0.94,17.95,Nintendo Wii,T,True,2007,7.633333333333333,8.233333333333333,7.283333333333333,4,7.233333333333333,0.0,0.0,0.0,0,0.0,9.0,9.0,9.0,1,9.0,7.183333333333334,7.283333333333333,7.183333333333334,3,7.083333333333333
LEGO Star Wars: The Complete Saga,True,1,True,True,"Action,Racing / Driving",True,,True,80,2.66,17.95,Nintendo DS,E,True,2007,24.883333333333333,51.71666666666667,20.0,126,15.05,39.81666666666667,49.81666666666667,39.5,31,32.38333333333333,25.5,52.11666666666667,21.0,47,15.966666666666669,14.666666666666666,27.166666666666668,14.0,48,11.0
Amped 3,True,1,True,True,Sports,True,2K,True,72,0.13,14.95,X360,E,True,2005,8.566666666666666,9.883333333333333,9.0,9,6.383333333333334,9.0,9.0,9.0,2,9.0,10.033333333333331,10.65,10.583333333333334,4,9.15,6.333333333333333,7.416666666666667,6.666666666666667,3,5.25
Syphon Filter: Logan's Shadow,True,1,True,True,"Action,Strategy",True,Sony,True,85,0.23,16.95,Sony PSP,T,True,2007,10.633333333333333,11.15,10.0,7,9.65,10.766666666666667,11.383333333333333,10.766666666666667,2,10.15,10.333333333333334,11.083333333333334,10.0,3,9.583333333333334,11.0,11.5,11.0,2,10.5
Gitaroo Man Lives!,True,1,True,True,Simulation,True,,True,80,0.04,22.95,Sony PSP,E,True,2006,2.4333333333333336,3.5666666666666664,1.8833333333333333,7,1.65,0.0,0.0,0.0,0,0.0,2.6833333333333336,3.283333333333333,2.6833333333333336,2,2.083333333333333,2.333333333333333,3.55,1.8833333333333333,5,1.6333333333333333
